inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
1,50,1,1,45,12,3.4600,5.00,1780,46,10,6.7416,23882,0.7215,7,7,9.5,1,9,23.709000,1.241269,81
1,460,2,0,32,17,4.7826,0.00,1850,31,17,8.1081,17300,0.7215,7,7,7.5,0,14,15.100000,1.564984,196
1,680,0,5,36,10,2.3118,0.00,3430,43,12,5.3061,19772,0.7215,7,7,7.5,0,2,18.199980,0.838027,4
1,2450,0,1,40,12,5.3061,6.50,2008,40,8,7.2709,35641,0.6215,7,7,5.0,1,21,22.641060,1.668857,441
1,2144,0,2,43,13,5.8675,0.00,2140,43,11,8.1776,34220,0.5815,7,7,7.5,1,22,21.640080,1.769429,484
1,1760,0,1,33,12,3.4091,3.21,3380,34,12,7.1006,30000,0.5815,12,16,11.0,1,14,23.999980,1.226448,196
1,490,0,1,30,12,4.0816,2.46,2430,33,11,6.5844,18000,0.6915,12,12,7.5,1,7,16.000020,1.406489,49
0,0,0,1,49,12,NA,0.00,2550,54,15,7.8529,21025,0.6615,14,12,7.5,1,2,21.025000,NA,4
0,0,2,0,30,16,NA,0.00,1928,34,16,11.9290,23600,0.6615,14,7,9.5,1,5,23.600000,NA,25
0,0,1,0,30,12,NA,0.00,1100,39,17,18.0000,22800,0.6615,12,12,7.5,0,12,22.800000,NA,144
0,0,0,4,41,12,NA,0.00,3193,40,16,10.0220,35910,0.5815,7,7,7.5,1,1,35.910000,NA,1
0,0,0,1,45,12,NA,0.00,2250,46,16,9.3333,21700,0.6615,7,7,5.0,1,12,21.700000,NA,144
0,0,0,5,43,12,NA,0.00,2012,44,13,6.0850,21823,0.7515,7,7,7.5,1,4,21.823000,NA,16
0,0,0,1,42,13,NA,0.00,3856,46,15,5.7054,31000,0.6615,10,7,11.0,1,9,31.000000,NA,81
0,0,0,0,60,12,NA,0.00,1645,58,12,9.1185,15300,0.7215,7,7,7.5,1,9,15.300000,NA,81
0,0,0,0,57,12,NA,0.00,1554,57,12,7.2072,12925,0.7215,9,3,7.5,1,6,12.925000,NA,36
0,0,0,2,38,10,NA,0.00,2352,41,8,5.3146,15830,0.7515,12,7,5.0,0,5,15.830000,NA,25
0,0,0,0,56,12,NA,0.00,1980,58,12,8.2828,30200,0.6915,12,12,7.5,1,5,30.200000,NA,25
0,0,0,3,32,12,NA,0.00,2352,37,7,7.0578,16600,0.7215,10,7,5.0,0,8,16.600000,NA,64
0,0,0,1,49,7,NA,0.00,1784,58,6,6.1659,11000,0.7515,7,7,7.5,1,2,11.000000,NA,4
0,0,0,0,55,12,NA,0.00,2500,58,12,2.7000,15000,0.7215,7,10,3.0,0,6,15.000000,NA,36
0,0,1,1,36,9,NA,0.00,2088,39,14,7.6628,20528,0.7215,7,7,11.0,0,0,20.528000,NA,0
0,0,0,3,44,12,NA,0.00,4640,50,12,1.8491,13126,0.7515,9,9,14.0,0,3,13.126000,NA,9
0,0,0,1,44,10,NA,0.00,3900,60,12,3.8462,15550,0.7215,7,14,7.5,1,7,15.550000,NA,49
0,0,1,2,35,14,NA,0.00,1988,34,17,9.0543,18010,0.7215,3,12,7.5,1,3,18.010000,NA,9
0,0,2,3,44,14,NA,0.00,1920,45,10,9.3750,18874,0.7215,10,10,14.0,0,10,18.874000,NA,100
0,0,0,1,45,12,NA,0.00,2400,45,12,8.3333,24800,0.6615,12,12,14.0,1,3,24.800000,NA,9
0,0,1,0,34,12,NA,0.00,1867,38,12,9.3733,17500,0.6915,12,17,5.0,1,2,17.500000,NA,4
0,0,2,0,30,17,NA,0.00,3570,32,17,4.4818,16150,0.7215,12,12,7.5,1,12,16.150000,NA,144
0,0,0,1,39,8,NA,0.00,2805,44,12,5.3476,15189,0.7215,7,3,3.0,0,15,15.189000,NA,225
0,0,0,2,36,12,NA,0.00,1110,39,15,3.2027,6000,0.7815,7,7,14.0,0,5,6.000000,NA,25
0,0,0,2,38,17,NA,0.00,2695,42,16,12.8010,37250,0.5515,10,12,9.5,1,4,37.250000,NA,16
0,0,0,0,53,12,NA,0.00,1950,54,16,6.9103,27760,0.6215,10,10,7.5,1,10,27.760000,NA,100
0,0,0,2,36,12,NA,0.00,2128,42,12,4.2293,9090,0.7715,7,7,3.0,0,1,9.090000,NA,1
0,0,1,1,32,12,NA,0.00,3260,31,12,4.4479,14500,0.7215,12,7,7.5,1,8,14.500000,NA,64
0,0,0,3,51,9,NA,0.00,1987,51,12,8.0523,19700,0.7215,7,7,14.0,1,20,19.700000,NA,400
0,0,0,0,38,11,NA,0.00,2185,46,11,7.5057,16788,0.6915,10,7,14.0,1,4,16.788000,NA,16
0,0,2,0,33,12,NA,0.00,2475,36,12,7.4747,18520,0.6915,10,10,11.0,1,7,18.520000,NA,49
0,0,0,0,54,12,NA,0.00,2610,53,12,6.3218,20950,0.6915,16,10,9.5,1,10,20.950000,NA,100
0,0,0,3,38,9,NA,0.00,1920,44,12,2.1354,7574,0.8015,7,3,11.0,0,3,7.574000,NA,9
0,0,2,2,30,11,NA,0.00,2352,31,14,4.2092,10027,0.7715,7,7,3.0,0,5,10.027000,NA,25
0,0,2,3,34,12,NA,0.00,3160,30,12,0.7595,5000,0.9415,12,12,7.5,0,10,5.000000,NA,100
0,0,0,1,34,9,NA,0.00,1040,37,13,4.8077,7040,0.7915,12,7,3.0,0,0,7.040000,NA,0
0,0,0,2,50,12,NA,0.00,3120,49,12,12.7880,40800,0.5215,10,7,7.5,1,3,40.800000,NA,9
0,0,2,0,30,17,NA,0.00,2240,30,16,7.1429,16050,0.7215,12,12,11.0,0,10,16.050000,NA,100
0,0,0,2,38,12,NA,0.00,1980,42,16,15.1520,33100,0.5815,10,7,11.0,1,2,33.100000,NA,4
0,0,0,0,54,14,NA,0.00,1960,58,14,7.9082,33856,0.7215,12,12,9.5,1,10,33.856000,NA,100
0,0,1,2,30,12,NA,3.00,2940,31,17,6.9728,20500,0.6915,12,12,7.5,1,4,20.500000,NA,16
0,0,0,0,55,12,NA,0.00,2467,56,11,4.9181,28600,0.5815,7,7,5.0,1,0,28.600000,NA,0
0,0,0,1,51,10,NA,0.00,2256,56,12,8.3112,18750,0.6915,10,10,11.0,0,10,18.750000,NA,100
0,0,0,1,44,12,NA,0.00,1680,46,12,7.1429,20300,0.7215,7,7,9.5,1,5,20.300000,NA,25
0,0,0,0,53,12,NA,0.00,2250,55,12,5.6889,13420,0.7215,7,7,5.0,0,0,13.420000,NA,0
0,0,0,2,42,10,NA,0.00,2400,49,9,7.0833,18400,0.7215,3,3,5.0,0,0,18.400000,NA,0
0,0,0,2,38,12,NA,0.00,2196,42,11,5.6922,16682,0.7215,10,7,7.5,0,19,16.682000,NA,361
0,0,1,3,38,13,NA,0.00,2400,40,12,11.4000,32685,0.6215,7,7,7.5,1,2,32.685000,NA,4
0,0,1,4,41,12,NA,0.00,3825,41,11,1.4152,7050,0.8015,3,3,9.5,1,12,7.050000,NA,144
0,0,0,3,35,8,NA,0.00,2860,44,9,2.7507,10867,0.7815,12,7,9.5,1,5,10.867000,NA,25
0,0,1,2,33,12,NA,2.75,2750,34,12,6.6182,18220,0.7215,12,12,9.5,1,5,18.220000,NA,25
0,0,0,0,48,13,NA,0.00,2103,50,16,9.2725,26613,0.6915,7,7,7.5,0,5,26.613000,NA,25
0,0,0,0,47,12,NA,0.00,1880,51,12,12.2870,25000,0.6215,12,10,7.5,1,10,25.000000,NA,100
0,0,0,5,34,12,NA,0.00,3185,41,13,2.8549,15700,0.7515,7,7,7.5,1,0,15.700000,NA,0
0,0,2,1,33,13,NA,0.00,2677,37,17,7.9709,40250,0.5215,12,10,5.0,1,4,40.250000,NA,16
0,0,3,1,31,13,NA,0.00,3600,36,17,19.4440,73600,0.4415,12,16,11.0,0,3,73.600000,NA,9
0,0,0,0,58,8,NA,0.00,4334,58,8,1.4806,10592,0.7515,12,7,7.5,1,2,10.592000,NA,4
0,0,0,0,49,12,NA,0.00,2874,52,8,1.8918,8000,0.7515,7,7,3.0,0,1,8.000000,NA,1
0,0,0,1,55,8,NA,0.00,1936,56,9,6.9215,13400,0.7215,7,3,7.5,1,0,13.400000,NA,0
0,0,0,0,44,14,NA,1.50,1964,49,8,10.6920,23700,0.6615,12,12,14.0,1,1,23.700000,NA,1
0,0,0,0,44,9,NA,0.00,1900,48,8,9.9474,18900,0.6915,7,7,11.0,1,1,18.900000,NA,1
0,0,0,3,36,16,NA,0.00,2500,37,17,19.0000,48300,0.4615,7,12,9.5,1,6,48.300000,NA,36
0,0,0,3,38,12,NA,0.00,3173,46,14,7.4882,24470,0.6615,14,14,9.5,1,12,24.470000,NA,144
0,0,0,3,37,16,NA,0.00,2916,38,17,9.2590,28630,0.6215,16,7,7.5,1,6,28.630000,NA,36
0,0,0,0,47,12,NA,0.00,2208,51,12,11.3220,25320,0.6215,12,7,5.0,1,9,25.320000,NA,81
0,0,0,3,47,12,NA,0.00,2094,47,10,6.4470,13530,0.7515,12,10,7.5,1,14,13.530000,NA,196
0,0,1,1,32,12,NA,0.00,2250,33,12,6.5778,14800,0.7215,7,7,9.0,1,13,14.800000,NA,169
0,0,1,2,43,12,NA,0.00,2000,46,12,6.1000,17400,0.7515,12,7,7.5,0,8,17.400000,NA,64
0,0,1,4,42,11,NA,0.00,2600,48,10,4.2308,15980,0.7815,10,10,3.0,0,0,15.980000,NA,0
0,0,0,0,56,12,NA,0.00,4368,57,8,2.2170,16576,0.7215,7,7,7.5,0,1,16.576000,NA,1
0,0,0,5,38,13,NA,2.25,3068,40,16,6.5189,21850,0.6915,12,7,11.0,1,3,21.850000,NA,9
0,0,0,2,52,12,NA,0.00,2218,51,11,6.4923,14600,0.7215,7,7,14.0,1,13,14.600000,NA,169
0,0,0,0,50,12,NA,0.00,1848,56,12,11.3640,21600,0.6615,12,12,7.5,1,3,21.600000,NA,9
0,0,0,0,33,16,NA,0.00,2430,33,17,9.8765,24000,0.6615,12,12,7.5,1,8,24.000000,NA,64
0,0,0,2,44,16,NA,0.00,2640,44,17,7.6576,20883,0.6915,7,7,7.5,1,8,20.883000,NA,64
0,0,0,1,41,12,NA,0.00,2108,42,16,8.3017,19500,0.6915,7,7,14.0,0,18,19.500000,NA,324
0,0,0,1,45,12,NA,0.00,1998,45,12,14.1140,42800,0.6215,14,12,11.0,1,2,42.800000,NA,4
0,0,0,0,53,14,NA,0.00,2500,55,16,16.0000,41500,0.5215,7,7,7.5,0,3,41.500000,NA,9
0,0,0,0,53,14,NA,0.00,1665,56,17,11.2910,18965,0.6915,12,12,14.0,1,5,18.965000,NA,25
0,0,0,1,42,12,NA,0.00,2990,46,12,2.3395,16100,0.7215,12,10,9.5,1,2,16.100000,NA,4
0,0,2,0,32,13,NA,0.00,1795,35,16,7.7994,14700,0.7215,12,17,7.5,1,10,14.700000,NA,100
0,0,0,0,56,12,NA,0.00,2500,53,12,6.0000,18800,0.7215,7,7,7.5,1,30,18.800000,NA,900
0,0,1,3,37,11,NA,0.00,2205,40,11,6.6893,14750,0.7515,10,7,11.0,1,1,14.750000,NA,1
0,0,1,2,40,12,NA,0.00,2460,42,14,8.5366,21000,0.6915,12,7,14.0,1,5,21.000000,NA,25
0,0,0,3,54,15,NA,0.00,1880,55,16,13.8300,35400,0.6215,0,7,7.5,1,8,35.400000,NA,64
0,0,0,0,53,7,NA,0.00,3481,53,9,1.4800,10700,0.7515,7,7,7.5,0,0,10.700000,NA,0
0,0,0,1,48,12,NA,0.00,2450,51,12,8.5714,24500,0.6615,7,7,9.5,1,4,24.500000,NA,16
0,0,1,2,36,12,NA,0.00,2062,38,14,8.2299,17045,0.7215,7,7,9.5,1,2,17.045000,NA,4
0,0,0,0,57,12,NA,0.00,2146,52,14,8.3877,18800,0.6915,7,7,7.5,1,30,18.800000,NA,900
0,0,0,0,51,12,NA,0.00,1575,49,7,7.3651,14000,0.7215,10,7,14.0,1,25,14.000000,NA,625
0,0,0,4,33,13,NA,0.00,3096,37,12,3.4415,18214,0.7215,7,0,3.0,0,3,18.214000,NA,9
0,0,0,0,52,12,NA,0.00,3280,49,11,3.3537,20177,0.7515,7,7,7.5,1,20,20.177000,NA,400
0,0,0,0,56,10,NA,0.00,1680,60,8,2.9762,8300,0.7815,0,7,7.5,1,20,8.300000,NA,400
0,0,1,2,36,12,NA,0.00,2625,38,11,5.1810,14200,0.7515,14,9,7.5,1,0,14.200000,NA,0
0,0,1,0,36,14,NA,0.00,1846,50,16,10.2930,21768,0.6915,12,12,7.5,0,15,21.768000,NA,225
0,0,0,1,46,12,NA,0.00,2178,47,10,13.2430,29553,0.5815,10,7,14.0,1,10,29.553000,NA,100
0,0,0,3,31,10,NA,0.00,960,33,9,3.6458,4350,0.9415,7,7,7.5,0,4,4.350000,NA,16
0,0,0,0,52,11,NA,0.00,2210,51,12,10.4070,24000,0.6615,7,7,11.0,1,3,24.000000,NA,9
0,0,0,2,46,12,NA,0.00,2192,55,12,8.2117,18300,0.6915,7,7,7.5,1,10,18.300000,NA,100
0,0,2,0,35,12,NA,0.00,1960,44,16,8.6735,17200,0.7215,7,3,7.5,1,9,17.200000,NA,81
0,0,0,0,59,12,NA,0.00,1920,56,10,8.3208,16476,0.6915,7,7,14.0,0,7,16.476000,NA,49
0,0,0,1,36,8,NA,0.00,2286,40,12,4.2870,13400,0.7515,0,0,14.0,0,12,13.400000,NA,144
0,0,1,3,51,7,NA,0.00,2000,52,7,10.5000,44988,0.5215,3,3,14.0,0,0,44.988000,NA,0
0,0,1,0,31,16,NA,0.00,2256,31,12,7.9787,18200,0.6915,12,12,9.0,1,16,18.200000,NA,256
0,0,0,2,31,14,NA,0.00,2370,36,17,11.8140,28000,0.6215,12,12,14.0,1,4,28.000000,NA,16
0,0,1,1,32,12,NA,0.00,1800,39,13,6.1111,11550,0.7515,12,12,7.5,1,7,11.550000,NA,49
0,0,1,2,35,16,NA,0.00,2250,38,16,12.5780,28450,0.6215,12,7,14.0,1,7,28.450000,NA,49
0,0,0,3,40,12,NA,4.10,1080,43,12,11.2440,15096,0.7515,7,10,7.5,1,14,15.096000,NA,196
0,0,1,2,33,10,NA,0.00,2840,38,12,2.7408,8009,0.7815,7,7,14.0,0,2,8.009000,NA,4
0,0,0,0,54,7,NA,0.00,2250,52,11,4.4444,10040,0.7515,0,0,3.0,1,20,10.040000,NA,400
0,0,1,1,36,12,NA,0.00,2746,37,12,5.8267,16700,0.7215,12,12,7.5,1,5,16.700000,NA,25
0,0,0,1,50,10,NA,0.00,2300,60,8,2.3478,8400,0.7815,12,7,3.0,0,10,8.400000,NA,100
0,0,0,0,54,8,NA,0.00,2860,49,8,4.4755,13000,0.7215,0,0,3.0,0,20,13.000000,NA,400
0,0,0,1,48,11,NA,0.00,1765,49,12,8.4986,17970,0.7215,7,7,7.5,1,10,17.970000,NA,100
0,0,0,4,41,15,NA,0.00,2520,42,16,7.1825,18450,0.7215,14,17,5.0,0,8,18.450000,NA,64
0,0,0,4,50,12,NA,0.00,2208,53,12,10.8700,31000,0.6615,12,7,14.0,1,11,31.000000,NA,121
0,0,0,2,46,12,NA,0.00,2119,51,8,7.1222,24135,0.7215,10,7,7.5,1,3,24.135000,NA,9
0,0,0,1,42,13,NA,0.00,2580,47,17,10.6592,31700,0.5815,12,12,7.5,0,6,31.700000,NA,36
0,0,1,2,31,9,NA,0.00,1984,34,12,3.2762,10190,0.7915,3,3,14.0,0,4,10.190000,NA,16
0,0,0,0,53,12,NA,0.00,1880,58,8,7.7521,21574,0.7215,10,10,14.0,0,4,21.574000,NA,16
0,0,0,1,51,12,NA,0.00,2185,57,12,11.9450,26680,0.6215,3,3,7.5,1,9,26.680000,NA,81
0,0,0,1,47,12,NA,0.00,2080,57,12,4.6154,17700,0.7515,7,9,11.0,1,10,17.700000,NA,100
0,0,0,1,50,12,NA,0.00,1920,50,12,13.0210,29400,0.6215,12,12,14.0,1,3,29.400000,NA,9
0,0,0,1,37,6,NA,0.00,3000,52,5,2.6667,22159,0.7515,7,7,7.5,0,2,22.159000,NA,4
0,0,2,2,30,12,NA,0.00,2100,31,12,8.8333,35000,0.5815,12,12,11.0,0,2,35.000000,NA,4
0,0,0,0,49,12,NA,0.00,1690,39,12,2.3669,8630,0.7915,16,16,5.0,1,0,8.630000,NA,0
0,0,0,2,52,12,NA,0.00,2600,49,16,5.0000,17080,0.7515,7,0,14.0,1,8,17.080000,NA,64
0,0,0,2,47,12,NA,0.00,1984,49,16,7.4597,32500,0.7215,10,7,14.0,1,6,32.500000,NA,36
0,0,0,0,49,12,NA,0.00,2064,53,12,7.7519,16000,0.7215,7,7,11.0,1,15,16.000000,NA,225
0,0,0,4,44,12,NA,0.00,2553,31,16,5.4054,18850,0.7515,12,10,14.0,1,15,18.850000,NA,225
0,0,0,0,53,8,NA,0.00,2776,59,9,6.1239,17500,0.6915,9,9,9.5,1,9,17.500000,NA,81
0,0,1,0,30,12,NA,0.00,2315,31,13,8.3369,19392,0.6915,7,12,14.0,0,8,19.392000,NA,64
0,0,0,2,54,12,NA,0.00,1880,55,12,7.1277,14450,0.7215,7,10,7.5,1,18,14.450000,NA,324
0,0,1,1,47,7,NA,0.00,2160,51,7,6.1204,21800,0.6915,0,0,7.5,1,3,21.800000,NA,9
0,0,0,0,56,15,NA,0.00,900,56,12,3.1111,7700,0.7515,7,7,14.0,1,10,7.700000,NA,100
0,0,0,1,49,12,NA,0.00,2467,52,16,12.1610,31800,0.5815,7,7,11.0,0,6,31.800000,NA,36
0,0,0,0,48,6,NA,0.00,1820,55,12,5.3846,17258,0.7515,7,7,9.5,1,20,17.258000,NA,400
0,0,0,1,49,12,NA,0.00,2223,53,10,3.9838,13399,0.7515,10,12,9.5,0,8,13.399000,NA,64
0,0,0,1,56,12,NA,0.00,2142,60,12,7.4697,16073,0.7215,12,16,11.0,0,3,16.073000,NA,9
0,0,0,0,46,12,NA,0.00,1928,46,11,11.4110,23260,0.6615,7,7,7.5,1,4,23.260000,NA,16
0,0,0,2,45,12,NA,0.00,2783,49,17,12.9360,37300,0.5515,12,12,14.0,1,13,37.300000,NA,169
0,0,0,2,32,12,NA,0.00,1960,35,12,5.6122,11000,0.7515,12,7,11.0,1,4,11.000000,NA,16
0,0,1,1,43,12,NA,2.70,1920,41,12,6.8099,13075,0.7515,7,7,14.0,1,17,13.075000,NA,289
0,0,1,1,34,12,NA,0.00,1587,39,12,8.5066,13700,0.7215,7,7,9.5,1,4,13.700000,NA,16
0,0,1,1,30,12,NA,0.00,2496,51,10,5.5080,25100,0.6615,7,10,5.0,0,0,25.100000,NA,0
0,0,2,0,38,17,NA,4.80,2280,39,12,7.2285,18600,0.6915,12,16,5.0,1,15,18.600000,NA,225
0,0,1,1,33,16,NA,0.00,2750,36,17,9.4545,29000,0.6215,16,16,9.5,0,11,29.000000,NA,121
0,0,0,0,52,12,NA,0.00,2115,55,12,8.9835,19237,0.6915,7,7,9.5,1,23,19.237000,NA,529
0,0,0,3,43,11,NA,0.00,2590,45,12,5.9846,19855,0.7215,12,14,7.5,1,1,19.855000,NA,1
0,0,1,1,33,12,NA,0.00,2372,34,12,3.9629,9450,0.7515,12,7,9.5,0,5,9.450000,NA,25
0,0,0,0,45,10,NA,0.00,2295,48,12,7.0575,30000,0.5815,7,7,7.5,0,1,30.000000,NA,1
0,0,2,1,36,10,NA,0.00,2096,38,12,7.1565,15000,0.7215,10,10,14.0,1,5,15.000000,NA,25
0,0,1,1,34,12,NA,0.00,3315,39,17,4.0145,24701,0.6615,12,12,9.5,1,3,24.701000,NA,9
0,0,0,2,37,14,NA,0.00,1777,50,16,3.8829,15900,0.7215,10,14,11.0,0,3,15.900000,NA,9
0,0,0,1,46,10,NA,0.00,1880,51,12,7.9787,16240,0.7215,7,7,11.0,0,19,16.240000,NA,361
0,0,0,0,47,12,NA,0.00,2184,55,10,5.0366,21100,0.7515,12,12,9.5,1,20,21.100000,NA,400
0,0,2,1,31,16,NA,0.00,3250,32,16,7.0769,23000,0.6615,12,12,7.5,1,5,23.000000,NA,25
0,0,0,0,57,5,NA,0.00,1520,58,5,3.6184,6340,0.7715,7,7,14.0,0,0,6.340000,NA,0
0,0,1,1,30,12,NA,0.00,3119,30,13,13.4660,42250,0.4915,10,10,5.0,1,3,42.250000,NA,9
0,0,0,0,30,12,NA,0.00,640,43,17,14.5310,14694,0.7215,12,10,11.0,1,3,14.694000,NA,9
0,0,0,3,44,12,NA,0.00,2250,45,12,6.8000,21417,0.7215,12,12,9.5,1,7,21.417000,NA,49
0,0,0,0,53,13,NA,0.00,3000,53,13,6.6667,20200,0.6615,7,12,7.5,1,7,20.200000,NA,49
0,0,0,0,51,8,NA,0.00,2028,54,8,5.9172,12090,0.7215,7,7,9.5,1,1,12.090000,NA,1
0,0,1,3,39,12,NA,0.00,2412,36,14,10.2400,24760,0.6615,12,7,5.0,1,13,24.760000,NA,169
0,0,0,0,52,8,NA,0.00,2452,54,12,8.1566,23000,0.6915,7,3,3.0,0,0,23.000000,NA,0
0,0,0,4,46,8,NA,0.00,2304,50,12,6.6775,19365,0.7215,3,3,11.0,1,0,19.365000,NA,0
0,0,0,5,47,12,NA,0.00,3120,49,12,0.9615,5550,0.9415,7,7,3.0,0,12,5.550000,NA,144
0,0,0,2,52,8,NA,0.00,1670,54,8,16.9070,68035,0.4415,7,3,7.5,1,0,68.035000,NA,0
0,0,0,2,45,12,NA,0.00,2137,46,15,13.5700,29300,0.6215,10,14,7.5,1,5,29.300000,NA,25
0,0,0,0,60,11,NA,0.00,2071,52,11,8.9329,18500,0.6915,7,7,7.5,1,45,18.500000,NA,2025
0,0,0,2,41,13,NA,0.00,1960,54,7,4.7372,22582,0.7215,17,7,11.0,0,10,22.582000,NA,100
0,0,0,3,39,8,NA,0.00,2068,45,12,8.5106,21500,0.7215,7,7,7.5,1,2,21.500000,NA,4
0,0,0,1,49,12,NA,0.00,2190,51,12,5.2511,28070,0.7515,7,7,7.5,0,3,28.070000,NA,9
0,0,1,1,32,15,NA,0.00,2295,37,13,21.7860,50300,0.4415,12,12,14.0,1,1,50.300000,NA,1
0,0,1,3,33,12,NA,0.00,2970,34,13,7.9125,23500,0.6615,12,12,14.0,1,5,23.500000,NA,25
0,0,0,4,36,10,NA,0.00,2068,37,8,7.1083,15500,0.7515,7,9,14.0,0,10,15.500000,NA,100
0,0,3,3,37,13,NA,0.00,2419,39,14,5.0434,13440,0.7715,7,0,5.0,0,4,13.440000,NA,16
0,0,1,2,30,12,NA,0.00,2150,34,11,2.2442,8100,0.7815,12,12,11.0,0,7,8.100000,NA,49
0,0,1,1,44,11,NA,0.00,1152,37,10,8.5069,9800,0.7515,7,12,9.5,1,9,9.800000,NA,81
0,0,0,1,48,12,NA,0.00,2640,49,12,7.5758,20300,0.6915,7,12,5.0,1,5,20.300000,NA,25
0,0,0,4,40,11,NA,0.00,2550,45,11,5.8824,15000,0.7515,7,7,14.0,1,4,15.000000,NA,16
0,0,0,0,47,13,NA,0.00,1360,49,16,40.4410,56100,0.4415,9,9,5.0,1,11,56.100000,NA,121
0,0,0,2,36,12,NA,0.00,2420,40,12,6.2339,22846,0.7215,12,7,5.0,1,9,22.846000,NA,81
0,0,0,2,40,11,NA,0.00,2205,42,14,9.2971,22225,0.6915,7,12,5.0,1,4,22.225000,NA,16
0,0,0,1,46,12,NA,0.00,3268,46,12,0.7038,17635,0.9415,12,7,7.5,1,2,17.635000,NA,4
0,0,0,0,52,12,NA,0.00,3672,54,12,2.5425,18500,0.6915,3,12,7.5,0,23,18.500000,NA,529
0,0,0,1,44,12,NA,0.00,1800,45,12,5.0833,13390,0.7515,12,12,11.0,0,3,13.390000,NA,9
0,0,0,1,45,10,NA,0.00,1926,46,14,7.6843,15150,0.7215,7,7,7.5,1,15,15.150000,NA,225
0,0,2,1,30,7,NA,0.00,1920,35,7,4.0625,16200,0.7815,7,3,7.5,0,8,16.200000,NA,64
0,0,1,3,40,12,NA,0.00,2080,44,12,6.5106,33920,0.6615,12,12,14.0,1,3,33.920000,NA,9
0,0,0,1,43,12,NA,0.00,2856,43,12,2.9510,14000,0.7215,7,12,7.5,0,25,14.000000,NA,625
0,0,0,2,49,12,NA,0.00,2115,53,10,5.6738,16736,0.7515,12,3,11.0,1,2,16.736000,NA,4
0,0,1,4,46,12,NA,3.45,1880,48,12,12.7660,30650,0.6615,12,12,11.0,1,0,30.650000,NA,0
0,0,0,0,52,11,NA,0.00,2000,52,12,6.0000,12400,0.7515,7,7,11.0,0,19,12.400000,NA,361
0,0,1,1,31,12,NA,0.00,2044,33,15,9.2955,19022,0.6915,7,10,9.5,1,3,19.022000,NA,9
0,0,1,1,42,10,NA,0.00,1677,47,11,5.1324,11203,0.7515,7,7,5.0,0,7,11.203000,NA,49
0,0,0,3,33,11,NA,0.00,2184,38,8,9.0659,19876,0.6915,7,14,7.5,1,1,19.876000,NA,1
0,0,0,0,57,16,NA,0.00,3185,57,13,11.9310,57000,0.4415,7,12,14.0,1,9,57.000000,NA,81
0,0,0,0,49,10,NA,0.00,2680,51,10,6.7164,18290,0.6915,10,10,11.0,1,3,18.290000,NA,9
0,0,0,1,45,14,NA,0.00,3615,47,14,4.5851,20220,0.6915,14,12,11.0,1,8,20.220000,NA,64
0,0,0,0,56,11,NA,0.00,2139,56,12,9.2567,22150,0.6915,7,7,14.0,1,0,22.150000,NA,0
0,0,1,3,41,12,NA,0.00,3080,43,12,8.5656,30623,0.6215,10,10,7.5,1,5,30.623000,NA,25
0,0,0,0,56,5,NA,0.00,1261,53,6,6.7407,9380,0.7515,3,3,14.0,1,20,9.380000,NA,400
0,0,0,1,48,10,NA,0.00,2227,48,10,9.8788,22000,0.6915,7,7,5.0,1,3,22.000000,NA,9
0,0,0,2,52,16,NA,0.00,1920,53,16,9.3750,23675,0.6615,12,10,7.5,1,12,23.675000,NA,144
0,0,0,0,51,12,NA,0.00,2350,55,12,6.2770,33671,0.7215,7,7,14.0,1,5,33.671000,NA,25
0,0,0,3,35,11,NA,0.00,1785,39,10,6.4241,12367,0.7515,7,7,7.5,0,1,12.367000,NA,1
0,0,0,0,45,12,NA,0.00,2598,51,12,8.3718,21950,0.6615,7,7,5.0,0,0,21.950000,NA,0
0,0,0,0,54,12,NA,0.00,2455,58,17,12.2200,32000,0.5815,7,7,9.5,1,7,32.000000,NA,49
0,0,0,2,54,12,NA,0.00,2450,54,13,3.5612,22610,0.7215,10,10,9.5,1,13,22.610000,NA,169
0,0,1,0,31,12,NA,0.00,1218,32,8,8.8670,12092,0.7515,7,7,3.0,0,3,12.092000,NA,9
0,0,0,3,53,6,NA,0.00,2040,54,4,1.8515,3777,0.9415,7,7,11.0,0,0,3.777000,NA,0
0,0,2,2,35,14,NA,0.00,2600,34,14,8.0769,36000,0.5515,16,14,3.0,0,2,36.000000,NA,4
0,0,1,3,36,12,NA,0.00,2450,40,16,8.9796,26900,0.6615,12,16,7.5,0,0,26.900000,NA,0
0,0,0,0,59,12,NA,0.00,2717,60,12,6.6618,32242,0.6615,7,7,11.0,1,2,32.242000,NA,4
0,0,0,0,54,16,NA,0.00,2701,54,17,11.1070,35020,0.5815,16,17,5.0,1,1,35.020000,NA,1
0,0,1,1,37,12,NA,0.00,2600,47,17,14.0770,37600,0.5515,7,7,9.0,1,10,37.600000,NA,100
0,0,0,0,44,12,NA,0.00,3640,54,10,0.4121,1500,0.9415,7,7,7.5,1,10,1.500000,NA,100
0,0,1,2,34,17,NA,0.00,2940,40,16,23.8100,96000,0.4415,12,12,5.0,1,1,96.000000,NA,1
0,0,0,0,49,12,NA,0.00,1880,50,12,9.5745,18150,0.6915,7,7,11.0,0,3,18.150000,NA,9
