"id","numyrs","year","choice","wage","educ","expwc","expbc","expser","manuf","black","lwage","enroll","employ","attrit","exper","expersq","status"
794,9,87,4,8226.51953125,12,0,1,0,0,1,9.01511859893799,0,1,0,1,1,"work"
795,9,87,4,12050.7001953125,12,0,3,0,0,1,9.39687824249268,0,1,0,3,9,"work"
797,10,87,3,NA,16,2,0,0,0,1,NA,0,1,0,2,4,"work"
798,9,87,3,19840.759765625,13,1,2,0,0,1,9.89549350738525,0,1,0,3,9,"work"
800,10,87,2,NA,7,0,0,0,0,1,NA,0,0,0,0,0,"home"
801,8,87,4,12290,10,0,1,0,1,1,9.41654109954834,0,1,0,1,1,"work"
802,11,87,1,NA,15,0,1,0,0,1,NA,1,0,0,1,1,"school"
803,8,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
804,11,87,3,21120.310546875,9,2,2,0,0,1,9.9579906463623,0,1,0,4,16,"work"
805,11,87,4,11699.7099609375,13,0,2,0,0,1,9.36731910705566,0,1,0,2,4,"work"
808,10,87,1,NA,14,1,0,2,0,1,NA,1,0,0,3,9,"school"
809,11,87,2,NA,13,3,0,3,0,1,NA,0,0,0,6,36,"home"
810,10,87,4,18659.48046875,14,0,0,0,0,1,9.83410930633545,0,1,0,0,0,"work"
811,10,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
814,11,87,4,14429.6396484375,9,0,6,0,1,1,9.57703971862793,0,1,0,6,36,"work"
815,8,87,4,1696.4599609375,12,0,3,0,0,1,7.43629884719849,0,1,0,3,9,"work"
816,11,87,4,11699.7099609375,12,1,4,0,1,1,9.36731910705566,0,1,0,5,25,"work"
817,10,87,1,NA,9,0,0,0,0,1,NA,1,0,0,0,0,"school"
819,9,87,3,11329.2197265625,13,5,0,0,0,1,9.33514022827148,0,1,0,5,25,"work"
821,9,87,2,NA,11,1,2,0,0,1,NA,0,0,0,3,9,"home"
822,8,87,2,NA,12,0,1,3,0,1,NA,0,0,0,4,16,"home"
823,9,87,3,21059.48046875,11,1,0,5,0,1,9.95510578155518,0,1,0,6,36,"work"
825,10,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
826,9,87,4,21839.4609375,11,2,4,0,0,1,9.99147415161133,0,1,0,6,36,"work"
827,9,87,4,17062.080078125,12,0,6,0,0,1,9.74461364746094,0,1,0,6,36,"work"
829,11,87,3,20543.599609375,17,4,0,0,0,1,9.93030452728271,0,1,0,4,16,"work"
830,9,87,2,NA,9,0,1,0,0,1,NA,0,0,0,1,1,"home"
831,11,87,3,29193.69921875,17,0,1,0,0,1,10.2817077636719,0,1,0,1,1,"work"
833,9,87,3,NA,15,2,0,0,0,1,NA,0,1,0,2,4,"work"
834,9,87,4,12479.6904296875,10,0,2,1,0,1,9.43185806274414,0,1,0,3,9,"work"
835,11,87,1,NA,17,3,0,0,0,1,NA,1,0,0,3,9,"school"
837,8,87,4,12187.2001953125,12,0,4,1,0,1,9.40814113616943,0,1,0,5,25,"work"
838,11,87,2,NA,12,0,2,0,0,1,NA,0,0,0,2,4,"home"
841,11,87,3,17530.0703125,16,3,0,0,1,1,9.77167320251465,0,1,0,3,9,"work"
843,8,87,3,16867.080078125,12,0,3,2,1,1,9.73311901092529,0,1,0,5,25,"work"
844,10,87,3,33500.171875,16,2,0,0,0,1,10.4193058013916,0,1,0,2,4,"work"
845,10,87,3,18734.16015625,14,4,0,0,0,1,9.83810424804688,0,1,0,4,16,"work"
846,8,87,2,NA,12,4,0,0,0,1,NA,0,0,0,4,16,"home"
847,10,87,4,10455.6396484375,11,0,3,0,1,1,9.25489711761475,0,1,0,3,9,"work"
850,11,87,5,16936.9609375,12,2,1,1,0,1,9.73725318908691,0,1,0,4,16,"work"
853,7,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
854,10,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
855,9,87,4,14137.150390625,11,0,4,1,0,1,9.55656147003174,0,1,0,5,25,"work"
856,9,87,4,50272.19921875,13,1,2,0,0,1,10.8252077102661,0,1,0,3,9,"work"
857,9,87,3,37977.26171875,16,3,0,0,0,1,10.5447425842285,0,1,0,3,9,"work"
858,11,87,4,12956.3701171875,11,0,7,0,0,1,9.4693431854248,0,1,0,7,49,"work"
859,10,87,2,NA,14,0,0,1,0,1,NA,0,0,0,1,1,"home"
860,11,87,3,20610.990234375,16,4,0,0,0,0,9.93357944488525,0,1,0,4,16,"work"
862,9,87,3,16867.080078125,13,1,4,0,0,0,9.73311901092529,0,1,0,5,25,"work"
863,8,87,3,16857.330078125,16,1,0,0,0,0,9.73254108428955,0,1,0,1,1,"work"
866,10,87,4,35591.5,10,0,6,0,0,0,10.4798622131348,0,1,0,6,36,"work"
867,10,87,3,39952.0390625,15,0,0,3,1,0,10.5954351425171,0,1,0,3,9,"work"
869,11,87,3,54842.3984375,12,1,6,0,1,0,10.9122190475464,0,1,0,7,49,"work"
871,8,87,4,NA,14,0,2,0,0,0,NA,0,1,0,2,4,"work"
873,11,87,3,35318.5,18,2,0,0,0,0,10.4721622467041,0,1,0,2,4,"work"
874,9,87,1,NA,18,0,0,0,0,0,NA,1,0,0,0,0,"school"
875,8,87,3,26246.349609375,16,0,0,0,0,0,10.1752824783325,0,1,0,0,0,"work"
876,8,87,3,15843.3603515625,14,0,3,0,0,0,9.67050552368164,0,1,0,3,9,"work"
877,9,87,1,NA,16,0,1,0,0,0,NA,1,0,0,1,1,"school"
878,8,87,1,NA,14,0,0,0,0,0,NA,1,0,0,0,0,"school"
880,11,87,3,28123.1796875,16,3,0,0,0,0,10.2443494796753,0,1,0,3,9,"work"
881,10,87,3,17998.060546875,16,3,0,0,0,0,9.79801940917969,0,1,0,3,9,"work"
883,10,87,3,59996.12109375,16,2,0,1,0,0,11.0020351409912,0,1,0,3,9,"work"
884,10,87,4,28115.869140625,12,0,6,0,0,0,10.2440891265869,0,1,0,6,36,"work"
885,10,87,3,19675.009765625,14,4,1,0,1,0,9.88710498809814,0,1,0,5,25,"work"
886,11,87,3,24374.400390625,11,1,8,0,0,0,10.1012887954712,0,1,0,9,81,"work"
887,8,87,4,23399.419921875,13,2,1,0,0,0,10.0604667663574,0,1,0,3,9,"work"
889,10,87,4,11692.400390625,11,0,1,2,0,0,9.36669445037842,0,1,0,3,9,"work"
891,9,87,4,20185.390625,12,1,5,0,1,0,9.9127140045166,0,1,0,6,36,"work"
892,9,87,5,27333.310546875,9,1,2,3,0,0,10.2158613204956,0,1,0,6,36,"work"
893,11,87,3,37201.3203125,15,4,0,0,0,0,10.5240993499756,0,1,0,4,16,"work"
894,10,87,3,30926.240234375,16,3,0,0,0,0,10.3393602371216,0,1,0,3,9,"work"
895,10,87,1,NA,12,3,4,0,0,0,NA,1,0,0,7,49,"school"
896,10,87,1,NA,15,0,0,3,0,0,NA,1,0,0,3,9,"school"
898,8,87,4,19265.51953125,12,0,3,1,0,0,9.86607265472412,0,1,0,4,16,"work"
899,8,87,3,46652.6015625,15,0,1,0,0,0,10.7504835128784,0,1,0,1,1,"work"
900,9,87,1,NA,16,1,0,0,0,0,NA,1,0,0,1,1,"school"
901,8,87,1,NA,15,0,0,0,0,0,NA,1,0,0,0,0,"school"
902,8,87,3,31862.220703125,17,0,0,0,1,0,10.3691759109497,0,1,0,0,0,"work"
903,9,87,1,NA,17,0,0,1,0,0,NA,1,0,0,1,1,"school"
906,10,87,4,17549.5703125,9,1,4,3,0,0,9.77278518676758,0,1,0,8,64,"work"
907,9,87,3,19611.890625,16,1,2,0,0,0,9.88389110565186,0,1,0,3,9,"work"
908,11,87,3,41413.078125,12,0,8,0,1,0,10.6313524246216,0,1,0,8,64,"work"
909,9,87,3,29637.650390625,16,2,0,0,0,0,10.2968006134033,0,1,0,2,4,"work"
910,8,87,4,26236.599609375,13,0,4,0,1,0,10.1749105453491,0,1,0,4,16,"work"
912,8,87,3,8310.01953125,13,0,0,0,0,0,9.02521705627441,0,1,0,0,0,"work"
913,10,87,4,60480.0390625,14,0,5,0,0,0,11.0100688934326,0,1,0,5,25,"work"
914,8,87,4,16228.75,12,0,2,0,0,0,9.69454002380371,0,1,0,2,4,"work"
915,11,87,2,NA,9,1,1,2,0,0,NA,0,0,0,4,16,"home"
916,9,87,4,22389.240234375,15,0,3,0,0,0,10.0163354873657,0,1,0,3,9,"work"
917,8,87,4,17638.26953125,9,0,5,0,0,0,9.7778263092041,0,1,0,5,25,"work"
918,8,87,3,14610.009765625,17,0,0,0,0,0,9.58946228027344,0,1,0,0,0,"work"
921,8,87,2,NA,11,0,0,0,0,0,NA,0,0,0,0,0,"home"
923,11,87,4,28274.30078125,14,3,3,0,1,0,10.2497081756592,0,1,0,6,36,"work"
924,9,87,3,18739.0390625,16,2,0,0,0,0,9.83836460113525,0,1,0,2,4,"work"
925,10,87,3,16028.599609375,12,0,6,0,0,0,9.68212985992432,0,1,0,6,36,"work"
928,10,87,3,35976.609375,12,2,4,0,0,0,10.4906244277954,0,1,0,6,36,"work"
929,11,87,3,26084.509765625,18,2,0,0,0,0,10.1690969467163,0,1,0,2,4,"work"
932,11,87,3,12312.3203125,12,0,4,0,0,0,9.41835594177246,0,1,0,4,16,"work"
933,8,87,4,30458.25,12,1,3,0,0,0,10.3241119384766,0,1,0,4,16,"work"
935,8,87,2,NA,10,1,1,4,0,0,NA,0,0,0,6,36,"home"
936,8,87,4,16867.080078125,11,1,2,0,0,0,9.73311901092529,0,1,0,3,9,"work"
937,9,87,4,30974.5,12,1,5,0,0,0,10.3409194946289,0,1,0,6,36,"work"
938,10,87,2,NA,9,0,1,0,0,0,NA,0,0,0,1,1,"home"
939,8,87,3,14678.259765625,15,1,0,0,0,0,9.59412288665771,0,1,0,1,1,"work"
940,9,87,3,31453.3203125,16,2,0,0,1,0,10.3562602996826,0,1,0,2,4,"work"
941,10,87,3,23411.119140625,16,1,1,1,0,0,10.0609664916992,0,1,0,3,9,"work"
942,10,87,4,19675.009765625,17,0,1,0,0,0,9.88710498809814,0,1,0,1,1,"work"
943,8,87,3,30537.400390625,12,4,1,0,0,0,10.3267078399658,0,1,0,5,25,"work"
944,10,87,3,20208.2109375,11,0,6,0,0,0,9.91384410858154,0,1,0,6,36,"work"
945,10,87,5,26246.349609375,16,0,0,2,0,0,10.1752824783325,0,1,0,2,4,"work"
946,9,87,2,NA,16,1,0,0,0,0,NA,0,0,0,1,1,"home"
947,11,87,3,NA,15,5,0,0,1,0,NA,0,1,0,5,25,"work"
948,11,87,2,NA,11,1,3,0,0,0,NA,0,0,0,4,16,"home"
949,9,87,4,30419.25,12,0,7,0,1,0,10.3228311538696,0,1,0,7,49,"work"
950,8,87,4,17549.5703125,13,0,4,0,1,0,9.77278518676758,0,1,0,4,16,"work"
951,11,87,4,55927.05859375,12,0,8,0,1,0,10.9318037033081,0,1,0,8,64,"work"
953,9,87,4,43873.921875,9,0,4,3,0,0,10.6890754699707,0,1,0,7,49,"work"
955,10,87,4,17549.5703125,10,1,7,0,0,0,9.77278518676758,0,1,0,8,64,"work"
957,8,87,4,27367.75,12,0,2,1,0,0,10.2171201705933,0,1,0,3,9,"work"
958,11,87,3,NA,12,0,1,4,0,0,NA,0,1,0,5,25,"work"
959,11,87,5,21936.9609375,12,2,6,0,1,0,9.99592781066895,0,1,0,8,64,"work"
960,9,87,4,23585.779296875,12,1,5,0,1,0,10.0683994293213,0,1,0,6,36,"work"
961,11,87,4,18524.5390625,12,0,7,0,1,0,9.8268518447876,0,1,0,7,49,"work"
962,11,87,4,23626.099609375,12,0,7,0,1,0,10.070107460022,0,1,0,7,49,"work"
963,9,87,4,16321.099609375,12,0,3,2,0,0,9.70021438598633,0,1,0,5,25,"work"
965,7,87,2,NA,16,0,0,0,0,0,NA,0,0,0,0,0,"home"
966,10,87,4,19499.51953125,12,1,3,0,0,0,9.87814521789551,0,1,0,4,16,"work"
967,8,87,5,11699.7099609375,12,0,0,3,0,0,9.36731910705566,0,1,0,3,9,"work"
969,8,87,4,13649.66015625,12,0,5,0,1,0,9.52147006988525,0,1,0,5,25,"work"
971,11,87,4,25680.869140625,16,3,1,0,1,0,10.1535015106201,0,1,0,4,16,"work"
973,9,87,2,NA,10,1,0,0,0,0,NA,0,0,0,1,1,"home"
975,11,87,4,21486,12,0,6,0,0,0,9.97515678405762,0,1,0,6,36,"work"
976,9,87,3,36561.6015625,12,2,3,0,0,0,10.5067539215088,0,1,0,5,25,"work"
978,11,87,3,30711.740234375,14,5,0,0,0,0,10.3324003219604,0,1,0,5,25,"work"
979,8,87,4,19499.51953125,13,0,3,0,1,0,9.87814521789551,0,1,0,3,9,"work"
982,9,87,3,21624.9609375,14,0,3,0,0,0,9.98160362243652,0,1,0,3,9,"work"
983,8,87,4,23493.029296875,11,0,3,2,NA,0,10.0644588470459,0,1,0,5,25,"work"
984,8,87,2,NA,9,0,2,0,0,0,NA,0,0,0,2,4,"home"
985,9,87,4,19499.51953125,11,0,1,0,0,0,9.87814521789551,0,1,0,1,1,"work"
988,11,87,3,22485.380859375,12,7,0,0,0,0,10.0206203460693,0,1,0,7,49,"work"
989,11,87,4,17338.970703125,16,1,2,0,1,0,9.76071166992188,0,1,0,3,9,"work"
991,10,87,1,NA,19,0,0,0,0,0,NA,1,0,0,0,0,"school"
992,8,87,3,27333.44921875,12,5,1,0,0,0,10.2158660888672,0,1,0,6,36,"work"
993,7,87,3,14890.919921875,13,2,2,0,0,0,9.60850715637207,0,1,0,4,16,"work"
995,11,87,4,71934.546875,8,0,0,1,0,0,11.1835117340088,0,1,0,1,1,"work"
996,11,87,4,13844.66015625,11,0,5,1,0,0,9.53565502166748,0,1,0,6,36,"work"
997,11,87,4,3899.89990234375,16,1,0,0,0,0,8.26870632171631,0,1,0,1,1,"work"
998,9,87,4,33929.16015625,12,3,3,0,1,0,10.4320297241211,0,1,0,6,36,"work"
999,8,87,3,24093.51953125,13,4,0,0,0,0,10.0896978378296,0,1,0,4,16,"work"
1000,8,87,3,19733.509765625,11,6,0,0,0,0,9.89007377624512,0,1,0,6,36,"work"
1002,9,87,3,19499.51953125,11,2,2,0,1,0,9.87814521789551,0,1,0,4,16,"work"
1003,8,87,4,18258.859375,8,0,5,1,0,0,9.81240558624268,0,1,0,6,36,"work"
1004,8,87,4,13403.48046875,13,0,4,0,0,0,9.50327014923096,0,1,0,4,16,"work"
1005,11,87,4,21527.470703125,12,2,6,0,1,0,9.97708511352539,0,1,0,8,64,"work"
1006,9,87,4,21863.83984375,12,0,6,0,0,0,9.99258899688721,0,1,0,6,36,"work"
1007,10,87,4,17062.080078125,11,0,5,0,0,0,9.74461364746094,0,1,0,5,25,"work"
1008,11,87,3,13098.919921875,16,3,0,0,0,0,9.48028469085693,0,1,0,3,9,"work"
1009,8,87,3,14440.8095703125,15,0,0,0,0,0,9.57781314849854,0,1,0,0,0,"work"
1010,10,87,3,18818.1796875,16,2,0,0,0,0,9.84257888793945,0,1,0,2,4,"work"
1011,8,87,3,23492.259765625,14,2,1,0,0,0,10.0644264221191,0,1,0,3,9,"work"
1013,10,87,4,6064.330078125,12,1,0,2,0,0,8.71017932891846,0,1,0,3,9,"work"
1014,9,87,1,NA,17,0,0,0,0,0,NA,1,0,0,0,0,"school"
1015,10,87,4,21921.359375,12,0,1,4,0,0,9.99521636962891,0,1,0,5,25,"work"
1016,11,87,3,20618.30078125,12,3,4,0,0,0,9.93393421173096,0,1,0,7,49,"work"
1017,10,87,2,NA,10,3,0,1,0,0,NA,0,0,0,4,16,"home"
1018,11,87,4,9749.759765625,8,0,1,4,1,0,9.18499755859375,0,1,0,5,25,"work"
1019,10,87,4,25589.220703125,14,0,2,1,0,0,10.1499261856079,0,1,0,3,9,"work"
1020,11,87,2,NA,10,0,0,2,0,0,NA,0,0,0,2,4,"home"
1021,11,87,2,NA,12,4,4,0,0,0,NA,0,0,0,8,64,"home"
1022,8,87,4,NA,11,0,3,0,0,0,NA,0,1,0,3,9,"work"
1023,11,87,4,9164.76953125,12,0,4,0,1,0,9.123122215271,0,1,0,4,16,"work"
1025,9,87,2,NA,16,0,0,0,0,0,NA,0,0,0,0,0,"home"
1027,7,87,2,NA,11,0,2,0,0,0,NA,0,0,0,2,4,"home"
1028,11,87,2,NA,10,0,4,0,0,0,NA,0,0,0,4,16,"home"
1030,8,87,4,NA,11,4,0,1,0,0,NA,0,1,0,5,25,"work"
1031,9,87,5,9221.9296875,12,1,0,5,0,0,9.12933921813965,0,1,0,6,36,"work"
1033,9,87,3,24452.400390625,16,2,0,0,0,0,10.1044836044312,0,1,0,2,4,"work"
1034,9,87,5,12187.2001953125,9,0,1,2,0,0,9.40814113616943,0,1,0,3,9,"work"
1036,11,87,1,NA,16,2,1,0,0,0,NA,1,0,0,3,9,"school"
1037,10,87,3,39354.8984375,16,0,0,0,0,0,10.5803756713867,0,1,0,0,0,"work"
1038,8,87,2,NA,16,0,0,0,0,0,NA,0,0,0,0,0,"home"
1042,11,87,4,57036.08984375,12,0,6,0,1,0,10.9514398574829,0,1,0,6,36,"work"
1045,11,87,4,25575.5703125,12,0,5,0,1,0,10.149393081665,0,1,0,5,25,"work"
1046,10,87,3,27274.94921875,16,2,0,0,0,0,10.2137241363525,0,1,0,2,4,"work"
1047,8,87,3,18639.51953125,15,0,1,0,0,0,9.83303928375244,0,1,0,1,1,"work"
1048,10,87,3,14721.16015625,14,2,3,0,0,0,9.59704113006592,0,1,0,5,25,"work"
1049,11,87,5,12014.4404296875,13,4,0,2,0,0,9.39386463165283,0,1,0,6,36,"work"
1051,10,87,4,11894.7099609375,13,1,4,1,0,0,9.38384914398193,0,1,0,6,36,"work"
1052,11,87,4,12175.009765625,12,0,6,1,0,0,9.40714073181152,0,1,0,7,49,"work"
1053,10,87,4,15833.6103515625,12,1,5,0,0,0,9.66989040374756,0,1,0,6,36,"work"
1054,10,87,3,25836.859375,18,1,0,0,0,0,10.1595573425293,0,1,0,1,1,"work"
1055,11,87,4,21059.48046875,13,0,6,0,0,0,9.95510578155518,0,1,0,6,36,"work"
1056,9,87,5,9534.7802734375,12,0,0,4,0,0,9.16270160675049,0,1,0,4,16,"work"
1057,8,87,3,17204.419921875,10,1,2,1,0,0,9.75292205810547,0,1,0,4,16,"work"
1058,10,87,1,NA,16,3,0,0,0,0,NA,1,0,0,3,9,"school"
1059,9,87,3,19496.619140625,16,1,1,0,0,0,9.87799644470215,0,1,0,2,4,"work"
1061,10,87,3,15931.1103515625,16,2,0,0,0,0,9.67602920532227,0,1,0,2,4,"work"
1062,10,87,2,NA,14,2,1,1,0,0,NA,0,0,0,4,16,"home"
1063,10,87,4,17569.720703125,16,0,2,0,0,0,9.77393245697021,0,1,0,2,4,"work"
1065,11,87,4,13457.5,16,0,2,0,0,0,9.50729179382324,0,1,0,2,4,"work"
1066,8,87,3,16952.599609375,16,0,0,0,0,0,9.7381763458252,0,1,0,0,0,"work"
1067,9,87,3,25763.740234375,16,2,0,0,0,0,10.1567230224609,0,1,0,2,4,"work"
1068,8,87,4,17002.900390625,12,0,3,0,0,0,9.74113941192627,0,1,0,3,9,"work"
1069,10,87,3,16494.640625,16,4,0,0,0,0,9.71079063415527,0,1,0,4,16,"work"
1070,8,87,4,17062.080078125,12,0,2,0,0,0,9.74461364746094,0,1,0,2,4,"work"
1073,9,87,4,25794.0390625,12,0,6,0,1,0,10.1578989028931,0,1,0,6,36,"work"
1074,9,87,4,10507.2197265625,16,2,0,1,0,0,9.2598180770874,0,1,0,3,9,"work"
1076,9,87,3,34124.16015625,12,0,6,0,0,0,10.4377613067627,0,1,0,6,36,"work"
1077,9,87,3,14127.400390625,13,1,2,1,0,0,9.55587100982666,0,1,0,4,16,"work"
1078,11,87,3,31559.970703125,12,2,4,0,1,0,10.3596448898315,0,1,0,6,36,"work"
1079,11,87,3,NA,15,3,0,1,0,0,NA,0,1,0,4,16,"work"
1080,10,87,3,22968,16,2,0,0,1,0,10.0418567657471,0,1,0,2,4,"work"
1081,11,87,4,28123.1796875,12,0,8,0,0,0,10.2443494796753,0,1,0,8,64,"work"
1082,10,87,4,16573.029296875,12,0,5,0,0,0,9.71553230285645,0,1,0,5,25,"work"
1083,8,87,3,21936.9609375,12,0,5,0,1,0,9.99592781066895,0,1,0,5,25,"work"
1085,11,87,3,22189.599609375,12,1,7,0,0,0,10.007378578186,0,1,0,8,64,"work"
1086,8,87,4,14624.6396484375,12,0,3,0,0,0,9.59046268463135,0,1,0,3,9,"work"
1087,8,87,3,14624.6396484375,16,0,0,1,0,0,9.59046268463135,0,1,0,1,1,"work"
1088,8,87,3,33748.7890625,16,1,0,0,0,0,10.4266996383667,0,1,0,1,1,"work"
1089,9,87,4,19499.51953125,12,0,6,0,1,0,9.87814521789551,0,1,0,6,36,"work"
1090,9,87,4,11295.25,11,0,3,2,0,0,9.33213710784912,0,1,0,5,25,"work"
1092,8,87,2,NA,14,0,0,0,0,0,NA,0,0,0,0,0,"home"
1093,10,87,5,7916.7998046875,10,0,1,4,0,0,8.9767427444458,0,1,0,5,25,"work"
1094,9,87,4,19480.01953125,9,0,1,0,0,0,9.8771448135376,0,1,0,1,1,"work"
1096,9,87,1,NA,16,1,0,0,0,0,NA,1,0,0,1,1,"school"
1097,11,87,3,21084.830078125,18,2,0,0,0,0,9.95630931854248,0,1,0,2,4,"work"
1098,10,87,3,41192.73828125,18,1,0,0,0,0,10.6260175704956,0,1,0,1,1,"work"
1099,9,87,3,20961.98046875,16,1,0,0,0,0,9.95046520233154,0,1,0,1,1,"work"
1100,11,87,5,16774.779296875,10,1,5,3,0,0,9.72763156890869,0,1,0,9,81,"work"
1101,10,87,4,34336.62109375,14,1,1,2,0,0,10.4439678192139,0,1,0,4,16,"work"
1102,11,87,4,23138.619140625,12,0,9,0,0,0,10.0492582321167,0,1,0,9,81,"work"
1103,10,87,4,25266.48046875,8,0,3,2,0,0,10.1372337341309,0,1,0,5,25,"work"
1104,9,87,3,10471.240234375,12,1,1,1,0,0,9.25638771057129,0,1,0,3,9,"work"
1105,9,87,5,29658.76953125,12,0,4,2,0,0,10.2975130081177,0,1,0,6,36,"work"
1106,10,87,3,14137.150390625,14,3,0,1,1,0,9.55656147003174,0,1,0,4,16,"work"
1107,9,87,3,12674.6904296875,11,2,3,0,0,0,9.44736194610596,0,1,0,5,25,"work"
1108,11,87,3,28103.6796875,14,3,0,0,0,0,10.2436561584473,0,1,0,3,9,"work"
1110,10,87,5,20513.490234375,16,2,0,1,0,0,9.92883777618408,0,1,0,3,9,"work"
1113,8,87,3,18810.69921875,16,1,0,0,0,0,9.84218120574951,0,1,0,1,1,"work"
1114,10,87,4,17001.140625,15,2,2,0,0,0,9.74103546142578,0,1,0,4,16,"work"
1115,8,87,3,17798.189453125,16,0,0,0,0,0,9.78685188293457,0,1,0,0,0,"work"
1116,9,87,3,30931.109375,12,2,4,0,1,0,10.3395175933838,0,1,0,6,36,"work"
1117,9,87,4,17062.080078125,8,0,8,0,0,0,9.74461364746094,0,1,0,8,64,"work"
1119,10,87,4,24374.400390625,12,1,4,0,0,0,10.1012887954712,0,1,0,5,25,"work"
1120,11,87,4,12187.2001953125,13,1,2,0,0,0,9.40814113616943,0,1,0,3,9,"work"
1121,10,87,4,15121.8798828125,10,2,2,1,1,0,9.62389755249023,0,1,0,5,25,"work"
1125,10,87,3,14873.259765625,13,2,3,0,0,0,9.60731983184814,0,1,0,5,25,"work"
1126,8,87,5,7096.77001953125,10,0,1,1,0,0,8.86739540100098,0,1,0,2,4,"work"
1128,10,87,3,9749.759765625,12,3,0,0,0,0,9.18499755859375,0,1,0,3,9,"work"
1129,8,87,2,NA,9,0,0,0,0,0,NA,0,0,0,0,0,"home"
1131,7,87,2,NA,8,0,0,0,0,0,NA,0,0,0,0,0,"home"
1133,11,87,3,42167.7109375,13,5,2,0,0,0,10.6494102478027,0,1,0,7,49,"work"
1134,8,87,3,20088.369140625,15,0,1,0,0,0,9.90789604187012,0,1,0,1,1,"work"
1135,11,87,4,14624.6396484375,9,0,8,0,0,0,9.59046268463135,0,1,0,8,64,"work"
1136,9,87,3,26811.83984375,8,0,6,0,0,0,10.1965990066528,0,1,0,6,36,"work"
1137,9,87,4,18280.80078125,12,0,3,2,0,0,9.81360626220703,0,1,0,5,25,"work"
1138,9,87,4,21015.609375,9,0,4,1,0,0,9.95302104949951,0,1,0,5,25,"work"
1139,8,87,4,7921.68017578125,10,0,4,0,0,0,8.9773588180542,0,1,0,4,16,"work"
1140,11,87,4,92135.21875,16,1,0,0,0,0,11.4310121536255,0,1,0,1,1,"work"
1142,10,87,4,13649.66015625,12,4,3,0,0,0,9.52147006988525,0,1,0,7,49,"work"
1145,8,87,3,12402.0595703125,12,1,2,0,0,0,9.42561817169189,0,1,0,3,9,"work"
1146,9,87,3,14527.1396484375,12,1,2,0,0,0,9.58377361297607,0,1,0,3,9,"work"
1147,9,87,3,25310.380859375,16,0,0,0,1,0,10.138970375061,0,1,0,0,0,"work"
1148,11,87,3,53812.421875,16,4,0,0,0,0,10.8932600021362,0,1,0,4,16,"work"
1149,11,87,4,NA,12,0,8,0,0,0,NA,0,1,0,8,64,"work"
1150,10,87,4,NA,16,3,0,0,0,0,NA,0,1,0,3,9,"work"
1152,8,87,3,16282.099609375,11,3,3,0,1,0,9.69782161712646,0,1,0,6,36,"work"
1153,9,87,3,32905.44140625,14,4,0,0,0,0,10.4013929367065,0,1,0,4,16,"work"
1154,8,87,4,13474.490234375,9,0,5,0,0,0,9.50855350494385,0,1,0,5,25,"work"
1155,10,87,4,14137.150390625,8,0,8,0,0,0,9.55656147003174,0,1,0,8,64,"work"
1158,11,87,5,40364,11,1,1,6,0,0,10.6056938171387,0,1,0,8,64,"work"
1161,9,87,2,NA,8,0,2,0,0,0,NA,0,0,0,2,4,"home"
1162,9,87,2,NA,7,0,8,0,0,0,NA,0,0,0,8,64,"home"
1163,9,87,4,23321.580078125,8,0,4,0,0,0,10.0571346282959,0,1,0,4,16,"work"
1164,8,87,4,24684.939453125,13,0,5,0,0,0,10.1139488220215,0,1,0,5,25,"work"
1165,11,87,3,19831.009765625,17,1,0,2,0,0,9.8950023651123,0,1,0,3,9,"work"
1166,9,87,3,27786.8203125,17,0,0,0,1,0,10.2323169708252,0,1,0,0,0,"work"
1167,8,87,1,NA,17,0,0,0,0,0,NA,1,0,0,0,0,"school"
1168,8,87,5,58787.83984375,13,2,0,1,0,0,10.9816904067993,0,1,0,3,9,"work"
1170,10,87,4,22722.919921875,12,5,2,0,0,0,10.0311298370361,0,1,0,7,49,"work"
1171,10,87,2,NA,10,0,2,0,0,0,NA,0,0,0,2,4,"home"
1172,9,87,2,NA,10,0,2,2,0,0,NA,0,0,0,4,16,"home"
1173,11,87,4,12581.740234375,14,0,4,0,0,0,9.44000148773193,0,1,0,4,16,"work"
1174,9,87,4,16769.58984375,12,0,6,0,0,0,9.72732257843018,0,1,0,6,36,"work"
1176,11,87,4,12353.330078125,12,2,1,1,0,0,9.42168140411377,0,1,0,4,16,"work"
1177,9,87,1,NA,16,0,0,1,0,0,NA,1,0,0,1,1,"school"
1178,11,87,3,12752.6904296875,10,3,3,0,0,0,9.45349788665771,0,1,0,6,36,"work"
1179,10,87,3,40290.87890625,16,3,0,0,0,0,10.6038799285889,0,1,0,3,9,"work"
1180,11,87,2,NA,12,0,5,3,0,0,NA,0,0,0,8,64,"home"
1183,10,87,4,19499.51953125,11,0,6,0,0,0,9.87814521789551,0,1,0,6,36,"work"
1184,10,87,3,18687.849609375,12,3,0,2,0,0,9.83562850952148,0,1,0,5,25,"work"
1185,11,87,4,6347.9599609375,15,2,1,0,1,0,8.75588893890381,0,1,0,3,9,"work"
1189,10,87,4,44375.48046875,12,2,4,0,0,0,10.7004423141479,0,1,0,6,36,"work"
