year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
1988,418177,120,12000000,28080,19.00,3.00,26,1,1,0,1,120,26.000000,2.944439,4.787492,16.30042,1.098612,3.295837,2.890372,0,0.054067,1,0.000000,0.182321,10.242810,0.000000,0,26.000000,3.295837
1989,418177,120,11000000,28080,18.00,3.00,14,1,0,1,0,120,14.000000,2.890372,4.787492,16.21341,1.098612,2.708050,2.944439,1,-0.054067,-1,0.000000,-0.087011,10.242810,0.000000,1,-12.000000,-0.587787
1987,418183,21,NA,14800,NA,2.40,NA,0,0,0,0,21,NA,NA,3.044523,NA,0.875469,NA,NA,0,NA,0,NA,NA,9.602383,NA,NA,NA,NA
1988,418183,25,1800000,15100,NA,2.79,NA,0,0,0,1,25,NA,NA,3.218876,14.40330,1.026042,NA,NA,0,NA,0,0.174353,NA,9.622450,0.020067,0,NA,NA
1989,418183,30,2100000,16500,NA,2.00,NA,0,0,1,0,30,NA,NA,3.401197,14.55745,0.693147,NA,NA,0,NA,0,0.182321,0.154150,9.711116,0.088666,0,NA,NA
1987,418185,31,2000000,30000,NA,NA,NA,0,0,0,0,31,NA,NA,3.433987,14.50866,NA,NA,NA,0,NA,0,NA,NA,10.308950,NA,NA,NA,NA
1988,418185,47,2200000,30000,NA,NA,NA,0,0,0,1,47,NA,NA,3.850147,14.60397,NA,NA,NA,0,NA,0,0.416160,0.095310,10.308950,0.000000,0,NA,NA
1989,418185,32,1800000,30000,NA,NA,NA,0,0,1,0,32,NA,NA,3.465736,14.40330,NA,NA,NA,0,NA,0,-0.384412,-0.200670,10.308950,0.000000,0,NA,NA
1987,418213,25,1400000,14000,NA,NA,10,0,0,0,0,3,1.200000,NA,3.218876,14.15198,NA,0.788457,NA,0,NA,0,NA,NA,9.546813,NA,NA,NA,NA
1988,418213,30,1680000,16000,NA,NA,NA,0,1,0,1,17,NA,NA,3.401197,14.33430,NA,NA,NA,0,NA,1,0.182321,0.182321,9.680344,0.133531,0,NA,NA
1989,418213,39,2806000,17000,NA,NA,12,0,0,1,0,4,1.230769,NA,3.663562,14.84727,NA,0.802346,NA,1,NA,-1,0.262364,0.512966,9.740969,0.060625,1,NA,NA
1987,418220,19,580000,8840,NA,NA,0,0,0,0,0,0,0.000000,NA,2.944439,13.27078,NA,0.000000,NA,0,NA,0,NA,NA,9.087042,NA,NA,NA,NA
1988,418220,21,660000,9360,NA,NA,39,0,1,0,1,21,39.000000,NA,3.044523,13.39999,NA,3.688879,NA,0,NA,1,0.100084,0.129211,9.144200,0.057159,0,39.000000,3.688879
1989,418220,30,984000,10720,NA,NA,0,0,0,1,0,0,0.000000,NA,3.401197,13.79938,NA,0.000000,NA,1,NA,-1,0.356675,0.399386,9.279866,0.135666,1,-39.000000,-3.688879
1987,418225,15,1300000,13000,NA,NA,0,1,0,0,0,0,0.000000,NA,2.708050,14.07788,NA,0.000000,NA,0,NA,0,NA,NA,9.472705,NA,NA,NA,NA
1988,418225,18,1600000,14040,NA,NA,10,1,1,0,1,18,10.000000,NA,2.890372,14.28551,NA,2.397895,NA,0,NA,1,0.182321,0.207639,9.549665,0.076961,0,10.000000,2.397895
1989,418225,28,2300000,15080,NA,NA,0,1,0,1,0,0,0.000000,NA,3.332205,14.64842,NA,0.000000,NA,1,NA,-1,0.441833,0.362905,9.621124,0.071459,1,-10.000000,-2.397895
1987,418229,6,490000,14560,NA,NA,0,0,0,0,0,4,0.000000,NA,1.791759,13.10216,NA,0.000000,NA,0,NA,0,NA,NA,9.586033,NA,NA,NA,NA
1988,418229,7,580000,15600,NA,NA,0,0,0,0,1,6,0.000000,NA,1.945910,13.27078,NA,0.000000,NA,0,NA,0,0.154151,0.168623,9.655026,0.068994,0,0.000000,0.000000
1989,418229,8,660000,16640,NA,NA,0,0,0,1,0,4,0.000000,NA,2.079442,13.39999,NA,0.000000,NA,0,NA,0,0.133531,0.129211,9.719564,0.064538,0,0.000000,0.000000
1987,418237,28,4568907,19042,0.28,NA,0,1,0,0,0,0,0.000000,-1.272966,3.332205,15.33478,NA,0.000000,NA,0,NA,0,NA,NA,9.854403,NA,NA,NA,NA
1988,418237,28,4904008,19845,0.20,NA,12,1,1,0,1,14,6.000000,-1.609438,3.332205,15.40556,NA,1.945910,-1.272966,0,-0.336472,1,0.000000,0.070779,9.895707,0.041305,0,6.000000,1.945910
1989,418237,29,5884603,20426,0.19,NA,10,1,0,1,0,4,1.379310,-1.660731,3.367296,15.58785,NA,0.866811,-1.609438,1,-0.051293,-1,0.035091,0.182286,9.924563,0.028856,1,-4.620689,-1.079099
1987,418239,80,6900000,13728,NA,0.22,20,0,0,0,0,20,5.000000,NA,4.382027,15.74703,-1.514128,1.791759,NA,0,NA,0,NA,NA,9.527193,NA,NA,NA,NA
1988,418239,65,8400000,14664,NA,0.24,20,0,0,0,1,25,7.692307,NA,4.174387,15.94374,-1.427116,2.162438,NA,0,NA,0,-0.207639,0.196710,9.593151,0.065958,0,2.692307,0.370679
1989,418239,75,7100000,15600,NA,0.42,20,0,0,1,0,30,8.000000,NA,4.317488,15.77561,-0.867501,2.197225,NA,0,NA,0,0.143101,-0.168137,9.655026,0.061875,0,0.307692,0.034786
1987,418243,12,NA,15000,NA,NA,0,0,0,0,0,0,0.000000,NA,2.484907,NA,NA,0.000000,NA,0,NA,0,NA,NA,9.615806,NA,NA,NA,NA
1988,418243,14,NA,15000,NA,NA,0,0,0,0,1,0,0.000000,NA,2.639057,NA,NA,0.000000,NA,0,NA,0,0.154151,NA,9.615806,0.000000,0,0.000000,0.000000
1989,418243,15,NA,16000,NA,NA,0,0,0,1,0,0,0.000000,NA,2.708050,NA,NA,0.000000,NA,0,NA,0,0.068993,NA,9.680344,0.064538,0,0.000000,0.000000
1987,418245,25,3000000,20000,NA,NA,0,0,0,0,0,0,0.000000,NA,3.218876,14.91412,NA,0.000000,NA,0,NA,0,NA,NA,9.903487,NA,NA,NA,NA
1988,418245,30,4000000,25000,NA,NA,0,0,0,0,1,0,0.000000,NA,3.401197,15.20181,NA,0.000000,NA,0,NA,0,0.182321,0.287683,10.126630,0.223144,0,0.000000,0.000000
1989,418245,40,6000000,30000,NA,NA,0,0,0,1,0,0,0.000000,NA,3.688879,15.60727,NA,0.000000,NA,0,NA,0,0.287682,0.405465,10.308950,0.182321,0,0.000000,0.000000
1987,419198,17,1083644,24000,7.00,10.00,56,0,0,0,0,6,19.764710,1.945910,2.833213,13.89584,2.302585,3.033255,NA,0,NA,0,NA,NA,10.085810,NA,NA,NA,NA
1988,419198,13,851605,24000,5.00,8.00,88,0,1,0,1,13,88.000000,1.609438,2.564949,13.65488,2.079442,4.488636,1.945910,0,-0.336472,1,-0.268264,-0.240962,10.085810,0.000000,0,68.235290,1.455382
1989,419198,9,885852,16000,4.00,7.50,56,0,0,1,0,1,6.222222,1.386294,2.197225,13.69431,2.014903,1.977163,1.609438,1,-0.223144,-1,-0.367725,0.039428,9.680344,-0.405465,1,-81.777780,-2.511474
1987,419201,20,3499895,14560,2.00,NA,0,0,0,0,0,0,0.000000,0.693147,2.995732,15.06824,NA,0.000000,NA,0,NA,0,NA,NA,9.586033,NA,NA,NA,NA
1988,419201,17,4008997,16848,2.00,NA,24,0,0,0,1,6,8.470589,0.693147,2.833213,15.20405,NA,2.248191,0.693147,0,0.000000,0,-0.162519,0.135808,9.731987,0.145954,0,8.470589,2.248191
1989,419201,13,3379103,18720,2.00,NA,0,0,0,1,0,0,0.000000,0.693147,2.564949,15.03312,NA,0.000000,0.693147,0,0.000000,0,-0.268264,-0.170931,9.837348,0.105361,0,-8.470589,-2.248191
1987,419242,70,6400000,16141,3.97,NA,6,1,0,0,0,60,5.142857,1.378766,4.248495,15.67181,NA,1.815290,NA,0,NA,0,NA,NA,9.689117,NA,NA,NA,NA
1988,419242,65,6800000,16578,3.83,NA,36,1,1,0,1,65,36.000000,1.342865,4.174387,15.73243,NA,3.610918,1.378766,0,-0.035901,1,-0.074108,0.060625,9.715832,0.026714,0,30.857140,1.795628
1989,419242,30,2100000,16952,5.70,NA,4,1,0,1,0,30,4.000000,1.740466,3.401197,14.55745,NA,1.609438,1.342865,1,0.397601,-1,-0.773190,-1.174986,9.738141,0.022309,1,-32.000000,-2.001480
1987,419268,6,564694,22866,1.39,1.39,0,0,0,0,0,0,0.000000,0.329304,1.791759,13.24404,0.329304,0.000000,NA,0,NA,0,NA,NA,10.037410,NA,NA,NA,NA
1988,419268,6,620439,22995,1.16,1.16,0,0,0,0,1,0,0.000000,0.148420,1.791759,13.33818,0.148420,0.000000,0.329304,0,-0.180884,0,0.000000,0.094143,10.043030,0.005626,0,0.000000,0.000000
1989,419268,6,783261,29114,0.90,0.90,32,0,1,1,0,6,32.000000,-0.105360,1.791759,13.57122,-0.105360,3.496508,0.148420,0,-0.253781,1,0.000000,0.233039,10.278970,0.235943,0,32.000000,3.496508
1987,419272,35,4200000,31000,20.50,3.03,60,0,0,0,0,6,10.285710,3.020425,3.555348,15.25060,1.108563,2.423538,NA,0,NA,0,NA,NA,10.341740,NA,NA,NA,NA
1988,419272,40,4800000,33000,24.00,4.17,10,0,0,0,1,8,2.000000,3.178054,3.688879,15.38413,1.427916,1.098612,3.020425,0,0.157629,0,0.133531,0.133532,10.404260,0.062520,0,-8.285714,-1.324925
1989,419272,43,5200000,34800,17.00,1.88,80,0,1,1,0,43,80.000000,2.833213,3.761200,15.46417,0.631272,4.394449,3.178054,0,-0.344840,1,0.072321,0.080043,10.457370,0.053110,0,78.000000,3.295837
1987,419275,15,930000,30000,NA,NA,100,0,0,0,0,4,26.666670,NA,2.708050,13.74294,NA,3.320228,NA,0,NA,0,NA,NA,10.308950,NA,NA,NA,NA
1988,419275,18,980000,33000,NA,NA,100,0,0,0,1,5,27.777780,NA,2.890372,13.79531,NA,3.359603,NA,0,NA,0,0.182321,0.052368,10.404260,0.095310,0,1.111113,0.039375
1989,419275,21,1500000,35000,NA,NA,150,0,1,1,0,10,71.428570,NA,3.044523,14.22098,NA,4.282601,NA,0,NA,1,0.154151,0.425668,10.463100,0.058841,0,43.650790,0.922998
1987,419276,12,1200000,28000,NA,NA,NA,0,0,0,0,12,NA,NA,2.484907,13.99783,NA,NA,NA,0,NA,0,NA,NA,10.239960,NA,NA,NA,NA
1988,419276,10,1300000,30000,NA,NA,NA,0,0,0,1,10,NA,NA,2.302585,14.07788,NA,NA,NA,0,NA,0,-0.182321,0.080043,10.308950,0.068993,0,NA,NA
1989,419276,8,1100000,30000,NA,NA,NA,0,0,1,0,8,NA,NA,2.079442,13.91082,NA,NA,NA,0,NA,0,-0.223144,-0.167054,10.308950,0.000000,0,NA,NA
1987,419289,13,1200000,18720,1.50,NA,0,0,0,0,0,0,0.000000,0.405465,2.564949,13.99783,NA,0.000000,NA,0,NA,0,NA,NA,9.837348,NA,NA,NA,NA
1988,419289,14,1350000,20800,1.41,NA,0,0,0,0,1,0,0.000000,0.343590,2.639057,14.11561,NA,0.000000,0.405465,0,-0.061875,0,0.074108,0.117783,9.942708,0.105360,0,0.000000,0.000000
1989,419289,15,1480000,29120,0.95,NA,72,0,1,1,0,15,72.000000,-0.051293,2.708050,14.20755,NA,4.290460,0.343590,0,-0.394883,1,0.068993,0.091938,10.279180,0.336473,0,72.000000,4.290460
1987,419297,150,22700000,22006,0.20,0.40,50,1,0,0,0,100,33.333330,-1.609438,5.010635,16.93817,-0.916291,3.536117,NA,0,NA,0,NA,NA,9.999070,NA,NA,NA,NA
1988,419297,178,30800000,22027,0.31,0.32,40,1,0,0,1,60,13.483150,-1.171183,5.181784,17.24192,-1.139434,2.672986,-1.609438,0,0.438255,0,0.171148,0.303753,10.000020,0.000954,0,-19.850190,-0.863131
1989,419297,171,28400000,24107,0.27,0.48,20,1,0,1,0,40,4.678362,-1.309333,5.141664,17.16288,-0.733969,1.736663,-1.171183,0,-0.138150,0,-0.040120,-0.079037,10.090260,0.090234,0,-8.804783,-0.936323
1987,419298,80,10000000,33280,NA,NA,0,1,0,0,0,0,0.000000,NA,4.382027,16.11810,NA,0.000000,NA,0,NA,0,NA,NA,10.412710,NA,NA,NA,NA
1988,419298,70,9000000,32240,NA,NA,0,1,0,0,1,0,0.000000,NA,4.248495,16.01274,NA,0.000000,NA,0,NA,0,-0.133532,-0.105360,10.380960,-0.031749,0,0.000000,0.000000
1989,419298,65,9500000,30784,NA,NA,40,1,1,1,0,60,36.923080,NA,4.174387,16.06680,NA,3.635560,NA,0,NA,1,-0.074108,0.054068,10.334750,-0.046213,0,36.923080,3.635560
1987,419302,333,NA,22360,NA,NA,0,0,0,0,0,0,0.000000,NA,5.808143,NA,NA,0.000000,NA,0,NA,0,NA,NA,10.015030,NA,NA,NA,NA
1988,419302,340,NA,22360,NA,NA,8,0,0,0,1,24,0.564706,NA,5.828946,NA,NA,0.447698,NA,0,NA,0,0.020803,NA,10.015030,0.000000,0,0.564706,0.447698
1989,419302,337,NA,22526,NA,NA,12,0,1,1,0,337,12.000000,NA,5.820083,NA,NA,2.564949,NA,0,NA,1,-0.008863,NA,10.022430,0.007397,0,11.435290,2.117251
1987,419303,6,875000,13500,NA,1.50,0,0,0,0,0,0,0.000000,NA,1.791759,13.68198,0.405465,0.000000,NA,0,NA,0,NA,NA,9.510445,NA,NA,NA,NA
1988,419303,8,15900000,14100,NA,1.00,20,0,0,0,1,2,5.000000,NA,2.079442,16.57868,0.000000,1.791759,NA,0,NA,0,0.287682,2.896701,9.553930,0.043486,0,5.000000,1.791759
1989,419303,11,2250000,15050,NA,1.25,75,0,1,1,0,11,75.000000,NA,2.397895,14.62644,0.223143,4.330733,NA,0,NA,1,0.318454,-1.952239,9.619133,0.065203,0,70.000000,2.538974
1987,419305,5,NA,NA,NA,NA,0,1,0,0,0,0,0.000000,NA,1.609438,NA,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419305,5,NA,NA,NA,NA,0,1,0,0,1,0,0.000000,NA,1.609438,NA,NA,0.000000,NA,0,NA,0,0.000000,NA,NA,NA,0,0.000000,0.000000
1989,419305,5,NA,NA,NA,NA,9,1,1,1,0,5,9.000000,NA,1.609438,NA,NA,2.302585,NA,0,NA,1,0.000000,NA,NA,NA,0,9.000000,2.302585
1987,419307,262,18100000,22360,1.00,1.09,0,0,0,0,0,4,0.000000,0.000000,5.568345,16.70866,0.086178,0.000000,NA,0,NA,0,NA,NA,10.015030,NA,NA,NA,NA
1988,419307,264,19300000,23026,0.85,1.07,24,0,0,0,1,3,0.272727,-0.162519,5.575949,16.77406,0.067659,0.241162,0.000000,0,-0.162519,0,0.007605,0.065403,10.044380,0.029350,0,0.272727,0.241162
1989,419307,302,22200000,21736,0.89,1.07,44,0,1,1,0,302,44.000000,-0.116534,5.710427,16.91650,0.067659,3.806663,-0.162519,0,0.045985,1,0.134478,0.142445,9.986725,-0.057654,0,43.727270,3.565500
1987,419309,6,600000,24960,NA,0.33,15,0,0,0,0,6,15.000000,NA,1.791759,13.30468,-1.108663,2.772589,NA,0,NA,0,NA,NA,10.125030,NA,NA,NA,NA
1988,419309,9,750000,28080,NA,0.40,20,0,0,0,1,9,20.000000,NA,2.197225,13.52783,-0.916291,3.044523,NA,0,NA,0,0.405465,0.223144,10.242810,0.117783,0,5.000000,0.271934
1989,419309,12,1000000,30160,NA,0.40,55,0,1,1,0,12,55.000000,NA,2.484907,13.81551,-0.916291,4.025352,NA,0,NA,1,0.287682,0.287683,10.314270,0.071459,0,35.000000,0.980829
1987,419312,60,5845000,21133,NA,NA,NA,0,0,0,0,60,NA,NA,4.094345,15.58110,NA,NA,NA,0,NA,0,NA,NA,9.958591,NA,NA,NA,NA
1988,419312,71,6927000,20904,NA,NA,NA,0,0,0,1,71,NA,NA,4.262680,15.75094,NA,NA,NA,0,NA,0,0.168335,0.169840,9.947696,-0.010896,0,NA,NA
1989,419312,97,11000000,21445,NA,NA,NA,0,0,1,0,97,NA,NA,4.574711,16.21450,NA,NA,NA,0,NA,0,0.312031,0.463559,9.973247,0.025551,0,NA,NA
1987,419319,60,NA,NA,NA,NA,40,0,0,0,0,60,40.000000,NA,4.094345,NA,NA,3.713572,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419319,69,NA,NA,NA,NA,50,0,0,0,1,69,50.000000,NA,4.234107,NA,NA,3.931826,NA,0,NA,0,0.139762,NA,NA,NA,0,10.000000,0.218254
1989,419319,78,NA,NA,NA,NA,50,0,0,1,0,78,50.000000,NA,4.356709,NA,NA,3.931826,NA,0,NA,0,0.122603,NA,NA,NA,0,0.000000,0.000000
1987,419328,27,2700000,NA,NA,NA,0,1,0,0,0,0,0.000000,NA,3.295837,14.80876,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419328,27,2800000,NA,NA,NA,0,1,0,0,1,0,0.000000,NA,3.295837,14.84513,NA,0.000000,NA,0,NA,0,0.000000,0.036367,NA,NA,0,0.000000,0.000000
1989,419328,27,2800000,NA,NA,NA,12,1,1,1,0,27,12.000000,NA,3.295837,14.84513,NA,2.564949,NA,0,NA,1,0.000000,0.000000,NA,NA,0,12.000000,2.564949
1987,419335,57,8486927,40563,NA,NA,0,0,0,0,0,0,0.000000,NA,4.043051,15.95404,NA,0.000000,NA,0,NA,0,NA,NA,10.610610,NA,NA,NA,NA
1988,419335,53,4327519,37429,NA,NA,40,0,0,0,1,10,7.547170,NA,3.970292,15.28051,NA,2.145600,NA,0,NA,0,-0.072759,-0.673532,10.530200,-0.080411,0,7.547170,2.145600
1989,419335,62,8533205,42583,NA,NA,40,0,0,1,0,5,3.225806,NA,4.127134,15.95948,NA,1.441210,NA,0,NA,0,0.156842,0.678970,10.659210,0.129009,0,-4.321363,-0.704390
1987,419339,40,8000000,15000,0.50,0.30,0,1,0,0,0,0,0.000000,-0.693147,3.688879,15.89495,-1.203973,0.000000,NA,0,NA,0,NA,NA,9.615806,NA,NA,NA,NA
1988,419339,40,8500000,15500,0.59,0.34,0,1,0,0,1,0,0.000000,-0.527633,3.688879,15.95558,-1.078810,0.000000,-0.693147,0,0.165514,0,0.000000,0.060625,9.648595,0.032789,0,0.000000,0.000000
1989,419339,60,10000000,17000,0.45,0.22,0,1,0,1,0,0,0.000000,-0.798508,4.094345,16.11810,-1.514128,0.000000,-0.527633,0,-0.270875,0,0.405465,0.162519,9.740969,0.092374,0,0.000000,0.000000
1987,419343,100,10000000,15000,5.00,7.00,70,1,0,0,0,5,3.500000,1.609438,4.605170,16.11810,1.945910,1.504077,NA,0,NA,0,NA,NA,9.615806,NA,NA,NA,NA
1988,419343,125,12000000,16000,4.00,8.00,25,1,0,0,1,21,4.200000,1.386294,4.828314,16.30042,2.079442,1.648659,1.609438,0,-0.223144,0,0.223144,0.182321,9.680344,0.064538,0,0.700000,0.144581
1989,419343,290,48000000,18700,3.00,10.00,17,1,1,1,0,290,17.000000,1.098612,5.669881,17.68671,2.302585,2.890372,1.386294,0,-0.287682,1,0.841567,1.386295,9.836279,0.155935,0,12.800000,1.241713
1987,419344,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419344,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA
1989,419344,9,1000000,17000,NA,NA,0,0,0,1,0,0,0.000000,NA,2.197225,13.81551,NA,0.000000,NA,0,NA,0,NA,NA,9.740969,NA,0,NA,NA
1987,419347,NA,NA,NA,NA,NA,0,0,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419347,NA,NA,NA,NA,NA,8,0,0,0,1,25,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA
1989,419347,NA,NA,NA,NA,NA,13,0,1,1,0,81,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0,NA,NA
1987,419351,12,NA,18000,NA,NA,0,0,0,0,0,0,0.000000,NA,2.484907,NA,NA,0.000000,NA,0,NA,0,NA,NA,9.798127,NA,NA,NA,NA
1988,419351,14,NA,18000,NA,NA,15,0,0,0,1,0,0.000000,NA,2.639057,NA,NA,0.000000,NA,0,NA,0,0.154151,NA,9.798127,0.000000,0,0.000000,0.000000
1989,419351,14,NA,19000,NA,NA,25,0,1,1,0,14,25.000000,NA,2.639057,NA,NA,3.258096,NA,0,NA,1,0.000000,NA,9.852194,0.054067,0,25.000000,3.258096
1987,419357,60,6870314,12750,2.00,2.00,50,0,0,0,0,60,50.000000,0.693147,4.094345,15.74272,0.693147,3.931826,NA,0,NA,0,NA,NA,9.453286,NA,NA,NA,NA
1988,419357,65,7079852,11875,1.00,1.00,75,0,0,0,1,65,75.000000,0.000000,4.174387,15.77276,0.000000,4.330733,0.693147,0,-0.693147,0,0.080043,0.030043,9.382191,-0.071096,0,25.000000,0.398908
1989,419357,75,8040128,12625,0.50,0.50,120,0,1,1,0,75,120.000000,-0.693147,4.317488,15.89996,-0.693147,4.795791,0.000000,0,-0.693147,1,0.143101,0.127192,9.443435,0.061244,0,45.000000,0.465057
1987,419375,NA,2900000,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,14.88022,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419375,NA,2500000,NA,NA,NA,25,0,0,0,1,10,NA,NA,NA,14.73180,NA,NA,NA,0,NA,0,NA,-0.148420,NA,NA,0,NA,NA
1989,419375,NA,3100000,NA,NA,NA,140,0,1,1,0,8,NA,NA,NA,14.94691,NA,NA,NA,0,NA,1,NA,0.215112,NA,NA,0,NA,NA
1987,419376,32,6000000,15250,NA,NA,2,1,0,0,0,5,0.312500,NA,3.465736,15.60727,NA,0.271934,NA,0,NA,0,NA,NA,9.632335,NA,NA,NA,NA
1988,419376,36,6100000,16290,NA,NA,4,1,0,0,1,10,1.111111,NA,3.583519,15.62380,NA,0.747214,NA,0,NA,0,0.117783,0.016529,9.698307,0.065972,0,0.798611,0.475281
1989,419376,40,6300000,17370,NA,NA,38,1,1,1,0,40,38.000000,NA,3.688879,15.65606,NA,3.663562,NA,0,NA,1,0.105360,0.032261,9.762500,0.064193,0,36.888890,2.916347
1987,419378,20,2700000,10920,2.71,NA,50,0,0,0,0,5,12.500000,0.996949,2.995732,14.80876,NA,2.602690,NA,0,NA,0,NA,NA,9.298351,NA,NA,NA,NA
1988,419378,22,3100000,11856,1.52,NA,75,0,0,0,1,12,40.909090,0.418710,3.091043,14.94691,NA,3.735503,0.996949,0,-0.578238,0,0.095310,0.138150,9.380589,0.082238,0,28.409090,1.132813
1989,419378,37,4700000,13520,1.34,NA,154,0,1,1,0,37,154.000000,0.292670,3.610918,15.36307,NA,5.043425,0.418710,0,-0.126041,1,0.519875,0.416161,9.511926,0.131336,0,113.090900,1.307922
1987,419379,201,NA,23167,NA,NA,0,0,0,0,0,0,0.000000,NA,5.303305,NA,NA,0.000000,NA,0,NA,0,NA,NA,10.050480,NA,NA,NA,NA
1988,419379,201,NA,25929,NA,NA,0,0,0,0,1,0,0.000000,NA,5.303305,NA,NA,0.000000,NA,0,NA,0,0.000000,NA,10.163120,0.112634,0,0.000000,0.000000
1989,419379,237,NA,24965,NA,NA,24,0,1,1,0,70,7.088608,NA,5.468060,NA,NA,2.090457,NA,0,NA,1,0.164755,NA,10.125230,-0.037888,0,7.088608,2.090457
1987,419380,45,10000000,NA,NA,NA,0,0,0,0,0,0,0.000000,NA,3.806663,16.11810,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419380,50,10000000,NA,NA,NA,0,0,0,0,1,0,0.000000,NA,3.912023,16.11810,NA,0.000000,NA,0,NA,0,0.105360,0.000000,NA,NA,0,0.000000,0.000000
1989,419380,55,12000000,NA,NA,NA,10,0,0,1,0,55,10.000000,NA,4.007333,16.30042,NA,2.397895,NA,0,NA,0,0.095310,0.182321,NA,NA,0,10.000000,2.397895
1987,419381,14,1585000,14560,0.65,NA,60,0,0,0,0,1,4.285714,-0.430783,2.639057,14.27610,NA,1.665008,NA,0,NA,0,NA,NA,9.586033,NA,NA,NA,NA
1988,419381,11,1560000,19240,0.55,NA,0,0,0,0,1,0,0.000000,-0.597837,2.397895,14.26020,NA,0.000000,-0.430783,0,-0.167054,0,-0.241162,-0.015899,9.864747,0.278714,0,-4.285714,-1.665008
1989,419381,12,1747000,20280,0.38,NA,50,0,1,1,0,12,50.000000,-0.967584,2.484907,14.37341,NA,3.931826,-0.597837,0,-0.369747,1,0.087011,0.113213,9.917391,0.052644,0,50.000000,3.931826
1987,419384,50,NA,24960,NA,NA,0,0,0,0,0,0,0.000000,NA,3.912023,NA,NA,0.000000,NA,0,NA,0,NA,NA,10.125030,NA,NA,NA,NA
1988,419384,73,NA,26520,NA,NA,0,0,0,0,1,2,0.000000,NA,4.290460,NA,NA,0.000000,NA,0,NA,0,0.378437,NA,10.185650,0.060625,0,0.000000,0.000000
1989,419384,83,NA,28080,NA,NA,110,0,1,1,0,30,39.759040,NA,4.418840,NA,NA,3.707678,NA,0,NA,1,0.128381,NA,10.242810,0.057159,0,39.759040,3.707678
1987,419388,40,2400000,16307,11.00,9.00,2,0,0,0,0,10,0.500000,2.397895,3.688879,14.69098,2.197225,0.405465,NA,0,NA,0,NA,NA,9.699349,NA,NA,NA,NA
1988,419388,36,2300000,16827,8.00,7.00,4,0,0,0,1,15,1.666667,2.079442,3.583519,14.64842,1.945910,0.980829,2.397895,0,-0.318454,0,-0.105360,-0.042560,9.730740,0.031390,0,1.166667,0.575364
1989,419388,33,2700000,17347,6.00,3.00,18,0,1,1,0,33,18.000000,1.791759,3.496508,14.80876,1.098612,2.944439,2.079442,0,-0.287682,1,-0.087011,0.160343,9.761175,0.030436,0,16.333330,1.963610
1987,419392,15,NA,18000,NA,NA,NA,0,0,0,0,15,NA,NA,2.708050,NA,NA,NA,NA,0,NA,0,NA,NA,9.798127,NA,NA,NA,NA
1988,419392,18,NA,19500,NA,NA,NA,0,0,0,1,18,NA,NA,2.890372,NA,NA,NA,NA,0,NA,0,0.182321,NA,9.878170,0.080043,0,NA,NA
1989,419392,21,NA,20900,NA,NA,NA,0,0,1,0,21,NA,NA,3.044523,NA,NA,NA,NA,0,NA,0,0.154151,NA,9.947504,0.069334,0,NA,NA
1987,419400,6,373164,17680,NA,NA,170,0,0,0,0,2,56.666670,NA,1.791759,12.82977,NA,4.054679,NA,0,NA,0,NA,NA,9.780190,NA,NA,NA,NA
1988,419400,8,422611,17680,NA,NA,170,0,0,0,1,4,85.000000,NA,2.079442,12.95421,NA,4.454347,NA,0,NA,0,0.287682,0.124435,9.780190,0.000000,0,28.333330,0.399668
1989,419400,9,390210,17846,NA,NA,170,0,0,1,0,4,75.555560,NA,2.197225,12.87444,NA,4.338017,NA,0,NA,0,0.117783,-0.079767,9.789535,0.009345,0,-9.444443,-0.116331
1987,419401,62,5000000,29000,NA,NA,72,0,0,0,0,13,15.096770,NA,4.127134,15.42495,NA,2.778619,NA,0,NA,0,NA,NA,10.275050,NA,NA,NA,NA
1988,419401,74,6000000,34000,NA,NA,72,0,0,0,1,13,12.648650,NA,4.304065,15.60727,NA,2.613641,NA,0,NA,0,0.176931,0.182321,10.434120,0.159064,0,-2.448126,-0.164978
